cloridrato de gencitabina;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE GENCITABINA;1 G PÓ LIOF P/ SOL INJ IV CT FA VD INC X 50 ML ;0;SIM
cloridrato de gencitabina;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE GENCITABINA;200 MG PÓ LIOF P/ SOL INJ IV CT FA VD INC X 10 ML ;0;SIM
cloridrato de gencitabina;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE GENCITABINA;1 G PÓ LIOF P/ SOL INJ IV CT 10 FA VD INC X 50 ML ;0;SIM
cloridrato de gencitabina;EUROFARMA LABORATÓRIOS LTDA;CLORIDRATO DE GENCITABINA;200 MG PÓ LIOF P/ SOL INJ IV CT 10 FA VD INC X 10 ML ;0;SIM
cloridrato de gencitabina;LIBBS FARMACÊUTICA LTDA;GENLIBBS;1 G PÓ LIÓF INJ CT FA VD INC ;0;SIM
cloridrato de gencitabina;LIBBS FARMACÊUTICA LTDA;GENLIBBS;200 MG PÓ LIÓF INJ CT FA VD INC ;0;SIM
cloridrato de gencitabina;SANDOZ DO BRASIL INDUSTRIA FARMACÊUTICA LTDA;GEMCIT;1 G PO LIOF INJ CT FA VD INC ;0;SIM
cloridrato de gencitabina;SANDOZ DO BRASIL INDUSTRIA FARMACÊUTICA LTDA;GEMCIT;200 MG PO LIOF INJ CT FA VD INC ;0;SIM
cloridrato de gencitabina;ACCORD FARMACEUTICA LTDA;CLORIDRATO DE GENCITABINA;200 MG PO LIOF INJ CT FA VD INC X 10 ML;0;SIM
cloridrato de gencitabina;ACCORD FARMACEUTICA LTDA;CLORIDRATO DE GENCITABINA;1000 MG PO LIOF INJ CT FA VD INC X 50 ML;0;SIM
cloridrato de hidralazina;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;NEPRESOL;20 MG/ML SOL INJ CX 50 AMP VD INC X 1 ML (EMB HOSP);0;SIM
cloridrato de hidralazina;NOVARTIS BIOCIÊNCIAS S.A;APRESOLINA;25 MG DRG CT BL AL PLAS INC X 20;4,75;NÃO
cloridrato de hidralazina;NOVARTIS BIOCIÊNCIAS S.A;APRESOLINA;50 MG DRG CT BL AL PLAS INC X 20;6,36;NÃO
cloridrato de hidromorfona;JANSSEN-CILAG FARMACÊUTICA LTDA;JURNISTA;8 MG COM REV LIB PROL CT BL AL/ACLAR OPC X 30(MEDICAMENTO SUJEITO A CONTROLE ESPECIAL);202,83;NÃO
cloridrato de hidromorfona;JANSSEN-CILAG FARMACÊUTICA LTDA;JURNISTA;32 MG COM REV LIB PROL CT BL AL/ACLAR OPC X 30(MEDICAMENTO SUJEITO A CONTROLE ESPECIAL);562,26;NÃO
cloridrato de hidromorfona;JANSSEN-CILAG FARMACÊUTICA LTDA;JURNISTA;16 MG COM REV LIB PROL CT BL AL/ACLAR OPC X 10(MEDICAMENTO SUJEITO A CONTROLE ESPECIAL);106,06;NÃO
cloridrato de hidromorfona;JANSSEN-CILAG FARMACÊUTICA LTDA;JURNISTA;16 MG COM REV LIB PROL CT BL AL/ACLAR OPC X 30(MEDICAMENTO SUJEITO A CONTROLE ESPECIAL);318,16;NÃO
cloridrato de hidromorfona;JANSSEN-CILAG FARMACÊUTICA LTDA;JURNISTA;32 MG COM REV LIB PROL CT BL AL/ACLAR OPC X 10 (MEDICAMENTO SUJEITO A CONTROLE ESPECIAL);187,41;NÃO
cloridrato de hidromorfona;JANSSEN-CILAG FARMACÊUTICA LTDA;JURNISTA;8 MG COM REV LIB PROL CT BL AL/ACLAR OPC X 10(MEDICAMENTO SUJEITO A CONTROLE ESPECIAL);67,6;NÃO
cloridrato de idarrubicina;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA;IDA;5 MG PO LIOF INJ CT FA VD INC + AMP VD INC DIL X 5 ML;0;SIM
cloridrato de idarrubicina;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA;IDA;10 MG PO LIOF INJ CT FA VD INC + AMP VD INC DIL X 10 ML;0;SIM
cloridrato de idarrubicina;EVOLABIS PRODUTOS FARMCAÊUTICOS LTDA;EVOMID;10 MG PO LIOF INJ CT FA VD INC;0;SIM
cloridrato de idarrubicina;EVOLABIS PRODUTOS FARMCAÊUTICOS LTDA;EVOMID;5 MG PO LIOF INJ CT FA VD INC;0;SIM
cloridrato de idarrubicina;LABORATÓRIOS PFIZER LTDA;ZAVEDOS;10 MG PO LIOF INJ CT FA VD INC (REST HOSP);0;SIM
cloridrato de idarrubicina;LABORATÓRIOS PFIZER LTDA;ZAVEDOS;5 MG CX. C/ 1 CÁPS.;215,07;NÃO
cloridrato de idarrubicina;LABORATÓRIOS PFIZER LTDA;ZAVEDOS;5 MG PO LIOF INJ CT FA VD INC (REST HOSP);0;SIM
cloridrato de imipramina;INDÚSTRIA QUÍMICA DO ESTADO DE GOIÁS S/A - IQUEGO;IMIPRAMINA;25 MG COM REV CX 20 ENV AL POLIET X 10 (EMB HOSP) ;0;SIM
cloridrato de imipramina;FUNDAÇÃO EZEQUIEL DIAS - FUNED;IMIPRAMINA;25 MG COM REV CX 20 ENV AL POLIET X 10 (EMB HOSP);0;SIM
cloridrato de imipramina;CAZI QUÍMICA FARMACÊUTICA INDÚSTRIA E COMÉRCIO LTDA;PRAMINAN;25 MG COM CT ENV AL X 20;6,52;NÃO
cloridrato de imipramina;CRISTÁLIA PRODUTOS QUÍMICOS E FARMACÊUTICOS LTDA;IMIPRA;25 MG COM REV CX BL AL PLAS INC X 200 (EMB HOSP);0;SIM
cloridrato de imipramina;UCI-FARMA INDÚSTRIA FARMACÊUTICA LTDA;MEPRAMIN;10 MG DRG CX 10 BL AL PVC X 20;0;SIM
cloridrato de imipramina;UCI-FARMA INDÚSTRIA FARMACÊUTICA LTDA;MEPRAMIN;10 MG DRG CT BL AL PVC X 20 ;7,86;NÃO
cloridrato de imipramina;UCI-FARMA INDÚSTRIA FARMACÊUTICA LTDA;MEPRAMIN;25 MG DRG CT BL AL PVC X 20 ;9,45;NÃO
cloridrato de imipramina;UCI-FARMA INDÚSTRIA FARMACÊUTICA LTDA;MEPRAMIN;25 MG DRG CT 10 BL AL PVC X 20 ;0;SIM
cloridrato de imipramina;NOVARTIS BIOCIÊNCIAS S.A;TOFRANIL;10 MG DRG CT BL AL PLAS INC X 20 ;7,64;NÃO
cloridrato de imipramina;NOVARTIS BIOCIÊNCIAS S.A;TOFRANIL;25 MG DRG CT BL AL PLAS INC X 20 ;9,29;NÃO
cloridrato de imipramina;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;UNI IMIPRAX;25 MG COM REV CT 10 BL AL PLAS INC X 20 (EMB HOSP);61;NÃO
cloridrato de imipramina;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;UNI IMIPRAX 25 MG;10 MG COM REV CT BL AL PLAS INC X 20;5,18;NÃO
cloridrato de imipramina;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;UNI IMIPRAX 25 MG;25 MG COM REV CT BL AL PLAS INC X 20;6,27;NÃO
cloridrato de irinotecano;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA;DOSATECAN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML ;0;SIM
cloridrato de irinotecano;CHEMICALTECH IMPORTAÇÃO, EXPORTAÇÃO E COMÉRCIO DE PRODUTOS FARMACEUTICOS E HOSPITALARES LTDA;DOSATECAN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML  ;0;SIM
cloridrato de irinotecano;DR. REDDY'S FARMACÊUTICA DO BRASIL LTDA;IRNOCAM;20 MG/ML SOL INJ CT FA VD AMB X 2 ML ;0;SIM
cloridrato de irinotecano;DR. REDDY'S FARMACÊUTICA DO BRASIL LTDA;IRNOCAM;20 MG/ML SOL INJ CT FA VD AMB X 5 ML ;0;SIM
cloridrato de irinotecano;EVOLABIS PRODUTOS FARMCAÊUTICOS LTDA;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (EMB HOSP);0;SIM
cloridrato de irinotecano;EVOLABIS PRODUTOS FARMCAÊUTICOS LTDA;EVOTERIN;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (EMB HOSP);0;SIM
cloridrato de irinotecano;ANTIBIÓTICOS DO BRASIL LTDA;PROTO-ITECAN;20MG/ML SOL INJ CT FR AMP VD AMB X 5ML ;0;SIM
cloridrato de irinotecano;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;CLORIDRATO DE IRINOTECANA;20 MG/ML SOL INJ IV CT FA VD AMB X 5 ML;0;SIM
cloridrato de irinotecano;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;IRONOTEL;20 MG/ML SOL INJ CT FA VD AMB X 2 ML (REST HOSP)  ;0;SIM
cloridrato de irinotecano;INSTITUTO BIOCHIMICO INDÚSTRIA FARMACÊUTICA LTDA;IRONOTEL;20 MG/ML SOL INJ CT FA VD AMB X 5 ML (REST HOSP)  ;0;SIM
cloridrato de irinotecano;GLENMARK FARMACÊUTICA LTDA;CLORIDRATO DE IRINOTECANO;20 MG/ML SOL INJ IV CT FA VD AMB X 2 ML  ;0;SIM
