maleato de timolol;NOVARTIS BIOCIÊNCIAS S.A;NYOLOL GEL;1,37 MG/ML GEL OFT CT FR PLAS TRANS GOT X 5 ML;31,69;NÃO
maleato de timolol;EMS S/A ;MALEATO DE TIMOLOL;2,5 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML;6,27;NÃO
maleato de timolol;EMS S/A ;MALEATO DE TIMOLOL;5 MG/ML SOL OFT CT FR PLAS TRANS GOT X 5 ML;7,57;NÃO
maleato de timolol;ALCON LABORATORIOS DO BRASIL LTDA;GLAUTIMOL;5,0 MG/ML SOL OFT CT  FR PLAS OPC GOT X 5 ML;8,26;NÃO
maleato de timolol;ALCON LABORATORIOS DO BRASIL LTDA;MALEATO DE TIMOLOL;5,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML;7,71;NÃO
maleato de timolol;UNIÃO QUÍMICA FARMACÊUTICA NACIONAL S/A;GLAUCOTRAT;0,5 PCC SOL OFT CT FR PLAS OPC GOT X 5 ML;8,21;NÃO
maleato de timolol, tartarato de brimonidina;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;COMBIGAN;2,0 MG/ML + 5,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 5 ML ;76,89;NÃO
maleato de timolol, tartarato de brimonidina;ALLERGAN PRODUTOS FARMACÊUTICOS LTDA;COMBIGAN;2,0 MG/ML + 5,0 MG/ML SOL OFT CT FR PLAS OPC GOT X 10 ML ;121,04;NÃO
maleato de trimebutina;MEDLEY S/A  INDÚSTRIA FARMACÊUTICA;DIGEDRAT;200 MG CAP GEL MOLE CT BL AL PLAS INC X 20;44,37;NÃO
maleato de trimebutina;MEDLEY S/A  INDÚSTRIA FARMACÊUTICA;DIGEDRAT;200 MG CAP GEL MOLE CT BL AL PLAS INC X 60;120,04;NÃO
maleato de trimebutina;MEDLEY S/A  INDÚSTRIA FARMACÊUTICA;DIGEDRAT;200 MG CAP GEL MOLE CT BL AL PLAS INC X 30;66,41;NÃO
manitol;HALEX ISTAR INDÚSTRIA FARMACÊUTICA LTDA;MANITOL 20%;200 MG/ML SOL INJ IV CX 40 BOLS PVC TRANS SIST FECH X 250 ML ;0;SIM
manitol;HALEX ISTAR INDÚSTRIA FARMACÊUTICA LTDA;MANITOL 20%;200 MG/ML SOL INJ IV CX 20 BOLS PVC TRANS SIST FECH X 500 ML;0;SIM
manitol;HALEX ISTAR INDÚSTRIA FARMACÊUTICA LTDA;MANITOL 20%;200 MG/ML SOL INJ IV CX 40 BOLS PE TRANS SIST FECH X 250 ML;0;SIM
manitol;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;SOLUCAO DE MANITOL EQUIPLEX;200 MG/ML SOL INJ IV CX 20 FR PLAS TRANS SIST FECH X 500 ML  ;342,13;NÃO
manitol;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;SOLUCAO DE MANITOL EQUIPLEX;200 MG/ML SOL INJ IV CX 24 FR PLAS TRANS SIST FECH X 500 ML ;410,55;NÃO
manitol;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;SOLUCAO DE MANITOL EQUIPLEX;200 MG/ML SOL INJ IV CX 48 FR PLAS TRANS SIST FECH X 250 ML;616,77;NÃO
manitol;EQUIPLEX INDÚSTRIA FARMACÊUTICA LTDA;SOLUCAO DE MANITOL EQUIPLEX;200 MG/ML SOL INJ IV CX 40 FR PLAS TRANS SIST FECH X 250 ML;478,99;NÃO
manitol;FARMACE - INDÚSTRIA QUÍMICO FARMACÊUTICA CEARENSE LTDA;MANITOL FARMACE;200 MG/ML SOL INJ IV CX 24 FA PLAS TRANS SIST FECH X 500 ML;408,99;NÃO
